text
上升顺序和斐波那契数
枚举组合：什么是枚举组合？
圆图
同类排列
枚举组合：对称函数
组合算法：生成，枚举和搜索
组合枚举
自对码
算法图论和完全图（离散数学年鉴，第57卷）
设计，图形，代码及其链接
图论及其应用，第二版（离散数学及其应用）
离散数学
网络本地化理论
图和网络的维度理论
扩展器图及其应用
离散数学：方法与挑战
图论的离散数学（第三版）
生成树---短或小
信息是事物及其属性标识的集合。
计算机科学是研究计算机及其周围各种现象和规律的科学，亦即研究计算机系统结构、程序系统（即软件）、人工智能以及计算本身的性质和问题的学科。
人工智能是研究、开发用于模拟、延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学。
计算机科学，研究计算机及其周围各种现象和规律的科学。
核心程序是从真实程序提取出来的用于评价计算机性能的小的关键部分。
虚拟机器是由软件实现的机器。
操作系统虚拟机是直接管理传统机器中软硬件资源的机器抽象，提供了传统机器所没有的某些基本操作和数据结构，如文件系统、虚拟存储系统、多道程序系统和多线程管理等。
操作数表示是机器硬件能够直接识别处理的数据结构。
寻址技术是确定操作数地址的技术。
计算机体系结构包括指令集结构、计算机组成和计算机实现三个方面的内容。
软件兼容是同一个软件可以不加修改地运行于体系结构相同的各档机器，而且它们所获得的结果一样，差别只在于有不同的运行时间。
通用寄存器型机器是指令集结构中存储操作数的存储单元为通用寄存器的机器
单功能流水线是只能完成一种固定功能的流水线。
多功能流水线是流水线的各段可以进行不同的连接，从而使流水线在不同的时间，或者在同一时间完成不同的功能。
静态流水线是同一时间内，流水线的各段只能按同一种功能的连接方式工作。
静态流水线是同一时间内，当某些段正在实现某种运算时，另一些段却在实现另一种运算。
部件级流水线是把处理机的算术逻辑部件分段，以便各种数据类型进行流水操作。
处理机型流水线是吧解释指令的过程按照流水方式处理。
处理机间流水线是有两个以上的处理机串行地对同一数据流进行处理，每一个处理机完成一项任务。
线性流水线是指流水线的各段串行连接，没有反馈回路。
非线性流水线是指流水线中除有串行连接的通路外，还有反馈回路。
标量流水处理机是处理机不具有向量数据表示，仅对标量数据进行流水处理。
流水线效率是流水线的设备利用率。
流水线寄存器文件是分隔流水线各段逻辑的寄存器组。
指令发射是指令从流水线的译码段进入执行段的过程。
结构相关是某些指令组合在流水线中重叠执行时，产生资源冲突，则称该流水线有结构相关。
数据相关是指当指令在流水线中重叠执行时，流水线可能改变指令读或写操作的顺序，使得读或写造作顺序不同于它们非流水实现时的顺序，将导致数据相关。
Cache一致性协议是对多个处理器维护一致性的协议。
集中式共享存储器体系结构是多个处理器共享一个存储器的多处理系统结构。
异步消息传递是发送方不先经请求就直接把数据送往数据接收方。
同步消息传递是请求处理器发送一个请求后一直要等到应答结果才继续运行。
并行计算是指同时对多个任务或多条指令，或对多个数据项进行处理。
并行计算机系统是将多个处理器通过网络以一定的连接方式有序组织起来，能够完成并行计算的计算机系统。
同步总线是同步总线上所有设备通过统一的总线系统时钟进行同步。
异步总线是设备间没有通过统一的系统时钟，设备自己内部定时，设备之间的信息传送用总线发送器和接收器控制，但在传输时，异步总线需要额外的同步开销。
RAID是盘阵列技术。
RAID1是镜像盘，使用双备份磁盘。
RAID2是位交叉式海明编码阵列。
RAID3是位交叉奇偶校验盘阵列。
RAID4是专用奇偶校验独立存取盘阵列。
RAID5是块交叉分布式奇偶校验盘阵列。
RAID6是双维奇偶校验独立存取盘阵列。
虚拟Cache是访问Cache的索引以及Cache中的标识都是虚拟地址的一部分。
非阻塞Cache是Cache失效时仍允许CPU进行其他的命中访问。
指令流是机器执行的指令序列。
数据流是指令流调用的数据序列，包括输入数据和中间结果。
并行度是指令或数据并行执行的最大可能数目。
吞吐率是单位时间内计算机完成任务的多少。
系列机是由同一厂家生产的具有相同的系统结构，但具有不同的组成和实现的一系列不同型号的计算机。
软件危机是指在计算机软件的开发和维护过程中所遇到的一系列严重问题。这类问题绝不仅 仅是“不能正常运行的软件”才具有的，实际上几乎所有软件都不同程度地存在这类问题。
软件工程是把工程化的方法应用到软件之中，是一门研究如何用系统化、规范 化、数量化等工程原则和方法去进行软件的开发和维护的学科。
软件过程是指软件生存周期中的一系列相关过程，是为了获得高质量软件而实施的一系列活动。
接口是包含具体调用方式的方法的集合，就称为这个对象的接口。
软件体系结构风格是描述了某一个特定应用领域中系统组织的惯用模式，反映了领域中众多系统所共有的结构和语义特性。 
